ghes_org,ghes_repo,repo_url,repo_size_MB,github_org,github_repo,gh_repo_visibility,reviewer
kcghdr,solar-system,https://kcghdr.ghe.com,2.02,jatothuado2gh,solar-system-auto,private,rajithaj1024
